Date,State,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Tadmin,Residents.Tested,Residents.Active,Staff.Active,Staff.Initiated,Residents.Initiated,Residents.Completed,Staff.Completed,Residents.Vadmin,Staff.Vadmin
2021-02-21,Washington,6171,1118,14,2,,,,,,,,,,
2021-02-28,Washington,6182,1125,14,2,,,,,,,,,,
2021-03-07,Washington,6185,1134,14,2,,,,,,,,,,
2021-03-14,Washington,6185,1140,14,2,,,,,,,,,,
2021-03-21,Washington,6188,1147,14,2,,,,,,,,,,
2021-03-28,Washington,6191,1154,14,2,,,,,,,,,,
2021-04-04,Washington,6196,1161,14,2,,,,,,,,,,
2021-04-11,Washington,6206,1176,14,2,,,,,3551,3815,,,,
2021-04-18,Washington,6216,1192,14,2,,,,,3618,4739,,,,
2021-04-25,Washington,6217,1210,14,2,,,,,3667,5407,,,,
2021-05-02,Washington,6231,1234,14,2,,,,,3672,6096,,,,
2021-05-09,Washington,6239,1249,14,2,,,,,3679,6636,,,,
2021-05-16,Washington,6240,1269,14,2,,,,,3693,7363,,,,
2021-05-23,Washington,6249,1276,14,2,,,,,3711,7926,,,,
2021-05-30,Washington,6252,1284,14,2,,,,,3716,7989,,,,
2021-06-06,Washington,6252,1291,14,2,,,,,3723,8230,,,,
2021-06-13,Washington,6253,1294,14,2,,,,,3731,8381,,,,
2021-06-20,Washington,6254,1305,13,3,,,,,3742,8528,,,,
2021-06-27,Washington,6256,1314,13,3,,,,,3769,8640,,,,
2021-07-04,Washington,6257,1321,13,3,,,,,3769,8658,,,,
2021-07-11,Washington,6259,1335,13,3,,,,,3773,8705,,,,
2021-07-18,Washington,6261,1342,13,3,,,,,3773,8705,,,,
2020-03-22,West Virginia,0,0,0,0,,,,,,,,,,
2020-03-29,West Virginia,0,0,0,0,,,,,,,,,,
2020-04-05,West Virginia,0,0,0,0,,,,,,,,,,
2020-04-12,West Virginia,0,0,0,0,,,,,,,,,,
2020-04-19,West Virginia,0,0,0,0,,,,,,,,,,
2020-04-26,West Virginia,0,1,0,0,,30,,,,,,,,
2020-05-03,West Virginia,0,1,0,0,,34,,,,,,,,
2020-05-10,West Virginia,0,1,0,0,,39,,,,,,,,
2020-05-17,West Virginia,27,8,0,0,,48,,,,,,,,
2020-05-24,West Virginia,116,9,0,0,1117,,,,,,,,,
2020-05-31,West Virginia,120,10,0,0,,1480,,,,,,,,
2020-06-07,West Virginia,125,15,0,0,3166,,,,,,,,,
2020-06-14,West Virginia,128,15,0,0,5084,,,,,,,,,
2020-06-21,West Virginia,128,16,0,0,5095,,,,,,,,,
2020-06-28,West Virginia,127,16,0,0,5115,,,,,,,,,
2020-07-05,West Virginia,126,23,0,0,5133,,,,,,,,,
2020-07-12,West Virginia,126,24,0,0,5143,,,,,,,,,
2020-07-19,West Virginia,126,25,0,0,5162,,,,,,,,,
2020-07-26,West Virginia,126,28,0,0,5172,,,,,,,,,
2020-08-02,West Virginia,126,41,0,0,5180,,,,,,,,,
2020-08-09,West Virginia,126,57,0,0,5193,,,,,,,,,
2020-08-16,West Virginia,129,62,0,0,5220,,,,,,,,,
2020-08-23,West Virginia,197,76,0,0,5416,,,,,,,,,
2020-08-30,West Virginia,290,362,0,0,6285,,,,,,,,,
2020-09-06,West Virginia,295,367,0,0,6361,,,,,,,,,
2020-09-13,West Virginia,318,389,1,0,6420,,,,,,,,,
2020-09-20,West Virginia,322,393,1,0,6454,,,,,,,,,
2020-09-27,West Virginia,325,393,1,0,6640,,,,,,,,,
2020-10-04,West Virginia,326,394,1,0,6660,,,,,,,,,
2020-10-11,West Virginia,327,395,1,0,6688,,,,,,,,,
2020-10-18,West Virginia,338,405,1,0,7141,,,,,,,,,
2020-10-25,West Virginia,726,818,3,0,7203,7533,,,,,,,,
2020-11-01,West Virginia,785,126,3,0,7340,7625,2,29,,,,,,
2020-11-08,West Virginia,451,176,3,0,7876,,47,40,,,,,,
2020-11-15,West Virginia,617,223,3,0,7992,,271,49,,,,,,
2020-11-22,West Virginia,678,263,3,0,8252,,81,57,,,,,,
2020-11-29,West Virginia,820,323,4,0,8581,,195,59,,,,,,
2020-12-06,West Virginia,851,353,5,0,8649,,174,71,,,,,,
2020-12-13,West Virginia,943,390,5,0,8870,,199,66,,,,,,
2020-12-20,West Virginia,1205,413,5,0,9352,,302,48,,,0,,,
2020-12-27,West Virginia,1215,441,5,0,9418,,310,51,,,0,0,,
2021-01-03,West Virginia,1297,488,5,1,9561,,274,55,,,0,0,,
2021-01-10,West Virginia,1349,512,5,1,9709,,125,34,,,0,0,,
2021-01-17,West Virginia,1550,531,5,1,10094,,215,35,,,0,290,,
2021-01-24,West Virginia,1557,560,5,1,10143,,210,40,,,0,542,,
2021-01-31,West Virginia,1560,575,5,1,10255,,6,28,,,0,542,,
2021-02-07,West Virginia,1564,582,9,1,10308,,9,21,,,0,542,,
2021-02-14,West Virginia,1567,594,9,1,10359,,8,13,,,0,542,,
2021-02-21,West Virginia,1568,599,9,1,10421,,3,11,,,0,551,,
2021-02-28,West Virginia,1568,601,9,1,10449,,2,9,,,0,711,,
2021-03-07,West Virginia,1568,605,9,1,10494,,0,6,,,0,711,,
2021-03-14,West Virginia,1569,607,10,1,10549,,0,5,,,0,711,,
2021-03-21,West Virginia,1572,611,10,1,10669,,3,5,,,0,,,
2021-03-28,West Virginia,1576,616,10,1,10778,,7,6,,,989,780,,
2021-04-04,West Virginia,1608,621,10,1,10892,,36,7,1077,989,1011,986,989,2063
2021-04-11,West Virginia,1637,627,13,1,11041,,41,9,1077,1011,1011,986,1011,2063
2021-04-18,West Virginia,1643,634,13,1,11198,,34,8,1077,1011,1011,986,1011,2063
2021-04-25,West Virginia,1644,640,13,1,11266,,9,9,1077,1345,1011,986,,2063
2021-05-02,West Virginia,1644,651,13,1,11334,,1,11,1077,1345,1471,986,,2063
2021-05-09,West Virginia,1646,655,13,1,11471,,2,14,1077,1345,1486,986,,2063
2021-05-16,West Virginia,1646,659,13,1,11589,,2,5,1077,2295,1519,1018,,2063
2021-05-23,West Virginia,1646,662,13,1,11601,,0,5,1077,2328,1533,1018,,
2021-05-30,West Virginia,1648,665,13,1,11791,,2,7,1077,2342,2388,1018,,
2021-06-06,West Virginia,1648,666,13,1,11941,,2,2,1018,2394,2452,1018,,
2021-06-13,West Virginia,1648,666,13,1,12012,,0,1,1018,2458,2458,1018,,
2021-06-20,West Virginia,1649,668,13,1,12098,,1,2,1018,2458,2497,812,,
2021-06-27,West Virginia,1649,668,13,,12102,,1,2,1018,2568,,,,
2021-07-04,West Virginia,1649,668,13,,12102,,1,2,1018,2568,,,,
2021-07-11,West Virginia,1650,675,14,,12251,,2,4,1018,2568,,,,
2021-07-18,West Virginia,1651,675,15,,12276,,1,2,,,,,,
2020-03-22,Wisconsin,0,5,0,0,,,,,,,,,,
2020-03-29,Wisconsin,1,9,0,0,,,,,,,,,,
2020-04-05,Wisconsin,5,12,0,0,,91,,,,,,,,
2020-04-12,Wisconsin,10,15,0,0,,96,,,,,,,,
2020-04-19,Wisconsin,14,17,0,0,,117,,,,,,,,
2020-04-26,Wisconsin,22,21,0,0,,137,,,,,,,,
2020-05-03,Wisconsin,20,24,0,0,,155,,,,,,,,
2020-05-10,Wisconsin,20,31,0,0,,174,,,,,,,,
2020-05-17,Wisconsin,54,34,0,0,,782,,,,,,,,
2020-05-24,Wisconsin,247,50,0,0,,1467,,,,,,,,
2020-05-31,Wisconsin,259,69,0,0,,5785,,,,,,,,
2020-06-07,Wisconsin,264,64,0,0,,7066,,,,,,,,
2020-06-14,Wisconsin,268,65,0,0,,9152,,,,,,,,
2020-06-21,Wisconsin,272,66,0,0,13268,13938,,,,,,,,
2020-06-28,Wisconsin,282,73,0,0,,16329,,,,,,,,
2020-07-05,Wisconsin,284,82,0,0,17412,17594,,,,,,,,
2020-07-12,Wisconsin,296,98,0,0,19371,24396,,,,,,,,
2020-07-19,Wisconsin,297,107,0,0,24717,25022,,,,,,,,
2020-07-26,Wisconsin,304,126,0,0,25251,25596,,,,,,,,
2020-08-02,Wisconsin,310,134,0,0,25798,26059,,,,,,,,
2020-08-09,Wisconsin,348,150,0,0,,26761,,,,,,,,
2020-08-16,Wisconsin,534,174,0,0,,28017,,,,,,,,
2020-08-23,Wisconsin,715,205,0,0,,29368,,,,,,,,
2020-08-30,Wisconsin,832,231,0,0,30751,32839,,,,,,,,
2020-09-06,Wisconsin,907,251,0,0,35189,35909,,,,,,,,
2020-09-13,Wisconsin,1053,288,0,0,36411,37278,,,,,,,,
2020-09-20,Wisconsin,1111,347,0,0,37497,39710,,,,,,,,
2020-09-27,Wisconsin,1612,447,0,0,41233,41600,,,,,,,,
2020-10-04,Wisconsin,2157,520,2,0,45200,44654,35,,,,,,,
2020-10-11,Wisconsin,2587,635,3,0,46376,46376,1158,,,,,,,
2020-10-18,Wisconsin,3279,778,3,0,48361,49678,1017,,,,,,,
2020-10-25,Wisconsin,4329,944,3,0,53549,54495,1524,,,,,,,
2020-11-01,Wisconsin,5396,1144,10,,58582,56957,2264,,,,,,,
2020-11-08,Wisconsin,6157,1407,10,,62342,,1962,,,,,,,
2020-11-15,Wisconsin,7453,1611,10,,68416,,,,,,,,,
2020-11-22,Wisconsin,8273,1748,11,,71397,,,,,,,,,
2020-11-29,Wisconsin,9064,1924,11,,73450,,,,,,,,,
2020-12-06,Wisconsin,9463,1991,16,,74592,,,,,,,,,
2020-12-13,Wisconsin,9759,2135,19,,77694,,,,,,,,,
2020-12-20,Wisconsin,9826,2167,19,,78297,,,,,,0,0,,
2020-12-27,Wisconsin,10412,2222,23,,79843,,505,,,,0,0,,
2021-01-03,Wisconsin,10541,2306,23,,82200,,682,,,,0,0,,
2021-01-10,Wisconsin,10625,2363,25,,84520,,195,,,,0,0,,
2021-01-17,Wisconsin,10741,2405,25,,85636,,230,,,,0,,,
2021-01-24,Wisconsin,10782,2431,25,,87242,,190,,,,0,,,
2021-01-31,Wisconsin,10786,2442,25,,87895,,137,,,,0,,,
2021-02-07,Wisconsin,10795,2462,25,,88788,,47,,,,,,,
2021-02-14,Wisconsin,10833,2472,25,,89478,,52,,,,,,,
2021-02-21,Wisconsin,10846,2484,25,,91138,,56,,,,,,,
2021-02-28,Wisconsin,10867,2487,25,,92700,,38,,,,,,,
2021-03-07,Wisconsin,10885,2493,25,,94134,,39,,,,,,,
2021-03-14,Wisconsin,10901,2501,25,,94677,,42,,,,,,,
2021-03-21,Wisconsin,10911,2506,25,,95913,,37,,,,,,,
2021-03-28,Wisconsin,10929,2515,26,,97458,,38,,,680,,,,
2021-04-04,Wisconsin,10931,2520,26,,98142,,26,,,1382,,,,
2021-04-11,Wisconsin,10932,2525,26,,98943,,6,,,3293,,,,
2021-04-18,Wisconsin,10949,2535,26,,101279,,18,,,3888,,,,
2021-04-25,Wisconsin,10954,2541,31,,103747,,21,,,6437,,,,
2021-05-02,Wisconsin,10964,2548,31,,106743,,14,,,9536,3164,,10913,
2021-05-09,Wisconsin,10972,2554,31,,108725,,18,,,11175,3916,,13304,
2021-05-16,Wisconsin,10976,2566,32,,114492,,14,,,11681,6549,,16385,
2021-05-23,Wisconsin,10976,2568,32,,116351,,8,,,12087,8850,,19003,
2021-05-30,Wisconsin,10987,2578,32,,119968,,12,,,12416,10715,,21179,
2021-06-06,Wisconsin,10988,2579,32,,120842,,11,,,12657,11322,,21916,
2021-06-13,Wisconsin,10989,2580,33,,122900,,4,,,12801,11785,,22488,
2021-06-20,Wisconsin,10989,2580,32,,124582,,2,,,13109,12378,,23269,
2021-06-27,Wisconsin,10989,2580,32,,127259,,0,,,13094,12552,,23392,
2021-07-04,Wisconsin,10990,2583,32,,127635,,1,,,13188,12695,,23624,
2021-07-11,Wisconsin,10991,2585,32,,128210,,2,,,13250,12793,,23772,
2021-07-18,Wisconsin,10992,2587,32,,129144,,3,,,13250,12793,,23772,
2020-03-22,Wyoming,0,0,0,0,,0,,,,,,,,
2020-03-29,Wyoming,0,0,0,0,,0,,,,,,,,
2020-04-05,Wyoming,0,0,0,0,,0,,,,,,,,
2020-04-12,Wyoming,0,1,0,0,,12,,,,,,,,
2020-04-19,Wyoming,0,1,0,0,,13,,,,,,,,
2020-04-26,Wyoming,0,1,0,0,,14,,,,,,,,
2020-05-03,Wyoming,0,1,0,0,,19,,,,,,,,
2020-05-10,Wyoming,0,1,0,0,,25,,,,,,,,
2020-05-17,Wyoming,0,1,0,0,,28,,,,,,,,
2020-05-24,Wyoming,0,1,0,0,,29,,,,,,,,
2020-05-31,Wyoming,0,1,0,0,,30,,,,,,,,
2020-06-07,Wyoming,0,1,0,0,,34,,,,,,,,
2020-06-14,Wyoming,0,1,0,0,,37,,,,,,,,
2020-06-21,Wyoming,0,1,0,0,,61,,,,,,,,
2020-06-28,Wyoming,0,1,0,0,,101,,,,,,,,
2020-07-05,Wyoming,0,1,0,0,,121,,,,,,,,
2020-07-12,Wyoming,0,2,0,0,352,,,,,,,,,
2020-07-19,Wyoming,3,8,0,0,,864,,,,,,,,
2020-07-26,Wyoming,15,11,0,0,,1475,,,,,,,,
2020-08-02,Wyoming,18,17,0,0,,1706,,,,,,,,
2020-08-09,Wyoming,31,21,0,0,,1877,,,,,,,,
2020-08-16,Wyoming,92,32,0,0,,2186,,,,,,,,
2020-08-23,Wyoming,101,31,0,0,,2220,,,,,,,,
2020-08-30,Wyoming,107,32,0,0,2840,260,,,,,,,,
2020-09-06,Wyoming,107,33,0,0,2845,260,,,,,,,,
2020-09-13,Wyoming,107,33,0,0,5034,260,,,,,,,,
2020-09-20,Wyoming,107,39,0,0,5453,260,,,,,,,,
2020-09-27,Wyoming,107,40,0,0,5570,260,0,,,,,,,
2020-10-04,Wyoming,108,41,0,0,5855,260,,,,,,,,
2020-10-11,Wyoming,108,43,0,0,6004,260,,,,,,,,
2020-10-18,Wyoming,108,47,0,0,6429,260,,,,,,,,
2020-10-25,Wyoming,119,59,0,0,6976,260,,,,,,,,
2020-11-01,Wyoming,198,76,0,0,8523,260,,,,,,,,
2020-11-08,Wyoming,304,101,0,0,9026,,,,,,,,,
2020-11-15,Wyoming,391,126,0,0,10559,,,,,,,,,
2020-11-22,Wyoming,420,160,0,0,12218,,42,,,,,,,
2020-11-29,Wyoming,436,186,0,0,12904,,,,,,,,,
2020-12-06,Wyoming,448,194,0,0,13439,,12,,,,,,,
2020-12-13,Wyoming,523,214,0,0,14713,,67,,,,,,,
2020-12-20,Wyoming,524,214,1,0,16126,,,,,,0,0,,
2020-12-27,Wyoming,560,225,1,,16359,,,,,,0,0,,
2021-01-03,Wyoming,569,228,1,0,17223,,10,,,,0,,,
2021-01-10,Wyoming,561,231,1,0,572,17778,3,,,,0,,,
2021-01-17,Wyoming,627,238,1,0,19510,,11,,,,0,,,
2021-01-24,Wyoming,651,243,1,0,20070,,30,,,,,,,
2021-01-31,Wyoming,688,251,1,0,20853,,17,,,,,,,
2021-02-07,Wyoming,706,259,,0,21663,,,,,,,,,
2021-02-14,Wyoming,742,263,3,0,22365,,20,,,,,,,
2021-02-21,Wyoming,770,275,3,0,23749,,40,,,,,,,
2021-02-28,Wyoming,789,289,3,0,24650,,,,,,,,,
