Date,State,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Tadmin,Residents.Tested,Residents.Active,Staff.Active,Staff.Initiated,Residents.Initiated,Residents.Completed,Staff.Completed,Residents.Vadmin,Staff.Vadmin
2020-11-08,ICE,7202,44,8,,,,440,,,,,,,
2020-11-15,ICE,7339,44,8,,,,471,,,,,,,
2020-11-22,ICE,7469,,8,,,,438,,,,,,,
2020-11-29,ICE,7622,,8,,,,402,,,,,,,
2020-12-06,ICE,7891,,8,,,,572,,,,,,,
2020-12-13,ICE,8088,,8,,,,643,,,,,,,
2020-12-20,ICE,8249,,8,,,,511,,,,,,,
2020-12-27,ICE,8455,,8,,,,547,,,,,,,
2021-01-03,ICE,8654,,8,,,,628,,,,,,,
2021-01-10,ICE,8820,,8,,82585,,594,,,,,,,
2021-01-17,ICE,8992,,8,,86223,,639,,,,,,,
2021-01-24,ICE,9100,,8,,86223,,642,,,,,,,
2021-01-31,ICE,9241,,9,,92106,,602,,,,,,,
2021-02-07,ICE,9350,,10,,95967,,564,,,,,,,
2021-02-14,ICE,9512,,9,,100274,,575,,,,,,,
2021-02-21,ICE,9588,,9,,101214,,523,,,,,,,
2021-02-28,ICE,9686,,9,,104063,,455,,,,,,,
2021-03-07,ICE,9904,,9,,107396,,448,,,,,,,
2021-03-14,ICE,10269,,9,,113297,,558,,,,,,,
2021-03-21,ICE,10460,,9,,118107,,638,,,,,,,
2021-03-28,ICE,10768,,9,,122792,,709,,,,,,,
2021-04-04,ICE,11190,,9,,127610,,829,,,,,,,
2021-04-11,ICE,11725,,9,,127897,,1098,,,,,,,
2021-04-18,ICE,12156,,9,,138334,,1283,,,,,,,
2021-04-25,ICE,12843,,9,,145215,,1444,,,,,,,
2021-05-02,ICE,13554,,9,,151204,,1752,,,,,,,
2021-05-09,ICE,14486,,9,,158476,,2177,,,,,,,
2021-05-16,ICE,15173,,9,,166067,,2528,,,,,,,
2021-05-23,ICE,15520,,9,,172396,,2208,,,,,,,
2021-05-30,ICE,16510,,9,,180613,,1098,,,,,,,
2021-06-06,ICE,16993,,9,,189834,,892,,,,,,,
2021-06-13,ICE,17509,,9,,198866,,814,,,,,,,
2021-06-20,ICE,18143,,9,,209543,,873,,,,,,,
2021-06-27,ICE,18797,,9,,219547,,968,,,,,,,
2021-07-04,ICE,19479,,9,,229990,,1139,,,,,,,
2021-07-11,ICE,19897,,9,,242327,,1126,,,,,,,
2021-07-18,ICE,20427,,9,,242327,,1025,,,,,,,
2020-03-22,Idaho,0,0,0,0,,10,,,,,,,,
2020-03-29,Idaho,0,0,0,0,,14,,,,,,,,
2020-04-05,Idaho,0,2,0,0,,21,,,,,,,,
2020-04-12,Idaho,0,2,0,0,,24,,,,,,,,
2020-04-19,Idaho,0,3,0,0,,27,,,,,,,,
2020-04-26,Idaho,0,4,0,0,,34,,,,,,,,
2020-05-03,Idaho,0,5,0,0,,47,,,,,,,,
2020-05-10,Idaho,0,6,0,0,,50,,,,,,,,
2020-05-17,Idaho,0,5,0,0,,55,,,,,,,,
2020-05-24,Idaho,0,5,0,0,,57,,,,,,,,
2020-05-31,Idaho,0,5,0,0,,62,,,,,,,,
2020-06-07,Idaho,0,5,0,0,65,65,,,,,,,,
2020-06-14,Idaho,0,5,0,0,68,67,,,,,,,,
2020-06-21,Idaho,0,9,0,0,74,73,,,,,,,,
2020-06-28,Idaho,9,22,0,0,,375,,,,,,,,
2020-07-05,Idaho,131,46,0,0,807,806,,,,,,,,
2020-07-12,Idaho,694,68,0,0,1624,,,,,,,,,
2020-07-19,Idaho,763,86,0,0,1884,1818,,,,,,,,
2020-07-26,Idaho,772,90,0,0,,1965,,,,,,,,
2020-08-02,Idaho,925,92,1,0,,2255,,,,,,,,
2020-08-09,Idaho,1062,98,1,0,,3658,,,,,,,,
2020-08-16,Idaho,1136,99,1,0,,4506,,,,,,,,
2020-08-23,Idaho,1214,100,1,0,,4651,,,,,,,,
2020-08-30,Idaho,1274,106,2,0,,6318,,,,,,,,
2020-09-06,Idaho,1407,112,2,0,,6959,,,,,,,,
2020-09-13,Idaho,1604,122,2,0,,7191,,,,,,,,
2020-09-20,Idaho,1696,128,2,0,,7911,,,,,,,,
2020-09-27,Idaho,1757,132,2,0,,8081,,,,,,,,
2020-10-04,Idaho,1899,142,2,0,,8333,,,,,,,,
2020-10-11,Idaho,1991,153,2,0,,8478,,,,,,,,
2020-10-18,Idaho,1994,174,3,0,11065,8479,539,19,,,,,,
2020-10-25,Idaho,2154,187,3,0,11725,8807,572,34,,,,,,
2020-11-01,Idaho,2169,208,3,0,12387,8977,338,35,,,,,,
2020-11-08,Idaho,2249,223,4,0,13425,9238,401,34,,,,,,
2020-11-15,Idaho,2291,259,5,0,13980,9300,477,58,,,,,,
2020-11-22,Idaho,2633,292,5,0,14962,9442,760,77,,,,,,
2020-11-29,Idaho,2901,335,5,0,15892,9442,972,89,,,,,,
2020-12-06,Idaho,3260,351,6,0,16716,9500,1217,77,,,,,,
2020-12-13,Idaho,3408,381,6,0,17106,9653,1293,75,,,,,,
2020-12-20,Idaho,3582,388,6,0,17107,9712,1298,42,,,0,0,,
2020-12-27,Idaho,3605,398,6,0,17925,9760,1322,36,,,0,0,,
2021-01-03,Idaho,3779,414,6,0,18923,9872,1454,32,,,0,0,,
2021-01-10,Idaho,3891,422,6,0,20342,9930,1454,30,,,0,0,,
2021-01-17,Idaho,3965,439,6,0,21012,9959,1490,30,,,0,0,,
2021-01-24,Idaho,4004,447,6,0,21934,10143,1439,31,,,0,0,,
2021-01-31,Idaho,4026,449,6,0,22313,10266,1353,26,,,0,0,,
2021-02-07,Idaho,4102,450,6,0,23369,10361,894,9,,,0,0,,
2021-02-14,Idaho,4154,454,6,0,23913,10489,194,8,,,0,0,,
2021-02-21,Idaho,4182,454,6,0,24958,10645,173,7,,,0,0,,
2021-02-28,Idaho,4200,457,6,0,25557,10670,146,6,,208,0,143,,
2021-03-07,Idaho,4210,460,6,0,26100,10933,128,7,,221,0,143,,
2021-03-14,Idaho,4218,464,6,0,27234,11037,116,8,,239,0,143,,
2021-03-21,Idaho,4223,466,6,0,28168,11097,72,8,,472,0,143,,
2021-03-28,Idaho,4229,472,6,0,28693,11127,67,9,,529,204,143,,
2021-04-04,Idaho,4232,472,6,0,29663,11309,68,8,,707,217,143,,
2021-04-11,Idaho,4239,472,6,0,30776,11395,67,3,,1361,1250,143,,
2021-04-18,Idaho,4242,474,6,0,31248,11450,70,4,,1593,1534,213,,
2021-04-25,Idaho,4251,480,6,0,31990,11472,74,9,,2238,1579,213,,
2021-05-02,Idaho,4258,480,6,0,32310,11572,74,5,,2439,1866,213,,
2021-05-09,Idaho,4265,481,6,0,32930,11643,65,5,,2613,2032,213,,
2021-05-16,Idaho,4268,481,6,0,33393,11699,65,3,,2968,2272,213,,
2021-05-23,Idaho,4273,482,6,0,33890,11804,63,3,,3029,2272,213,,
2021-05-30,Idaho,4288,483,6,0,34459,11809,78,4,,3353,3033,213,,
2021-06-06,Idaho,4293,484,6,0,35156,11852,83,4,,4195,3830,214,,
2021-06-13,Idaho,4295,486,6,0,35424,11968,80,5,,5370,5139,214,,
2021-06-20,Idaho,4304,486,6,0,36469,12158,66,5,,5674,5440,214,,
2021-06-27,Idaho,4307,487,5,,36870,,17,3,,5868,5635,,,
2021-07-04,Idaho,4314,488,5,,37486,,23,3,,5868,5635,,,
2021-07-11,Idaho,4325,489,5,,37953,,34,3,,5993,5701,,,
2021-07-18,Idaho,4325,491,5,,37953,,34,5,,5983,5690,,,
2020-03-22,Illinois,3,3,0,0,,13,,,,,,,,
2020-03-29,Illinois,60,31,1,0,,239,,,,,,,,
2020-04-05,Illinois,139,93,2,,,,,,,,,,,
2020-04-12,Illinois,152,134,8,0,,,,,,,,,,
2020-04-19,Illinois,153,143,10,0,,,,,,,,,,
2020-04-26,Illinois,157,150,10,0,,,,,,,,,,
2020-05-03,Illinois,189,157,12,0,,600,,,,,,,,
2020-05-10,Illinois,193,161,12,0,,,,,,,,,,
2020-05-17,Illinois,214,168,13,0,,600,,,,,,,,
2020-05-24,Illinois,219,172,13,0,,650,,,,,,,,
2020-05-31,Illinois,225,175,13,0,,750,,,,,,,,
2020-06-07,Illinois,247,179,13,0,,900,,,,,,,,
2020-06-14,Illinois,273,182,13,0,,263,,,,,,,,
2020-06-21,Illinois,320,192,13,0,,900,,,,,,,,
2020-06-28,Illinois,330,200,13,0,,1000,,,,,,,,
2020-07-05,Illinois,339,209,13,0,,1100,,,,,,,,
2020-07-12,Illinois,343,228,13,0,,1600,,,,,,,,
2020-07-19,Illinois,357,251,13,0,,1800,,,,,,,,
2020-07-26,Illinois,368,279,13,0,,2185,,,,,,,,
2020-08-02,Illinois,454,320,13,0,,2400,,,,,,,,
2020-08-09,Illinois,603,376,13,0,,2500,,,,,,,,
2020-08-16,Illinois,715,435,14,0,,4000,,,,,,,,
2020-08-23,Illinois,897,510,13,,,,,,,,,,,
2020-08-30,Illinois,1070,583,14,0,,6800,,,,,,,,
2020-09-06,Illinois,1285,629,14,0,,8000,,,,,,,,
2020-09-13,Illinois,1486,716,14,0,,8700,,,,,,,,
2020-09-20,Illinois,1758,810,17,0,,9200,,,,,,,,
2020-09-27,Illinois,1833,866,22,0,,10000,,,,,,,,
2020-10-04,Illinois,1860,890,,0,,,,,,,,,,
2020-10-11,Illinois,1999,954,25,0,,11700,,,,,,,,
2020-10-18,Illinois,2252,1107,27,0,,12650,,,,,,,,
2020-10-25,Illinois,2515,1249,29,0,,13200,,,,,,,,
2020-11-01,Illinois,2691,1385,31,0,,13400,,,,,,,,
2020-11-08,Illinois,3180,1816,34,1,,14000,,,,,,,,
2020-11-15,Illinois,3477,2051,36,1,,,,,,,,,,
2020-11-22,Illinois,4037,2305,41,1,,16562,,,,,,,,
2020-11-29,Illinois,4707,2605,45,1,22448,19275,1312,454,,,,,,
2020-12-06,Illinois,5220,2758,50,1,24655,,1528,503,,,,,,
2020-12-13,Illinois,6030,3078,,,31620,,1586,517,,,,,,
2020-12-20,Illinois,7053,3315,50,1,43122,,1842,469,,,0,0,,
2020-12-27,Illinois,8192,3462,65,1,54105,,2568,455,,,0,0,,
2021-01-03,Illinois,9318,3625,70,1,93112,,2746,375,,,0,0,,
2021-01-10,Illinois,9666,3748,,,126587,,2117,298,,,0,0,,
2021-01-17,Illinois,10056,3843,80,1,162137,,1314,274,,,0,0,,
2021-01-24,Illinois,10302,3936,84,1,198611,,901,229,,,0,0,,
2021-01-31,Illinois,10403,3998,85,1,246850,,560,197,,,0,0,,
2021-02-07,Illinois,10486,4041,86,1,278491,,332,161,,,0,0,,
2021-02-14,Illinois,10548,4069,87,1,299782,,251,133,,,0,0,,
2021-02-21,Illinois,10664,4108,87,1,322679,,216,104,,,,,,
2021-02-28,Illinois,10730,4150,87,1,349499,,220,106,,,,,,
2021-03-07,Illinois,10774,4191,87,1,415223,,199,121,,,,,,
2021-03-14,Illinois,10804,4242,87,1,418972,,130,119,,,0,0,,
2021-03-21,Illinois,10819,4272,,1,450068,,71,103,,,,,,
2021-03-28,Illinois,10846,4312,88,1,474991,,57,98,,,,,,
2021-04-04,Illinois,10857,4362,88,1,493607,,55,113,,,,,,
2021-04-11,Illinois,10866,4411,88,1,511085,,35,121,,,18895,4272,,
2021-04-18,Illinois,10915,4593,88,1,520592,,23,111,,,18895,4272,,
2021-04-25,Illinois,10916,4613,88,1,549248,,21,95,,,18895,4272,,
2021-05-02,Illinois,10925,4659,88,1,566115,,17,103,,,18895,4272,,
2021-05-09,Illinois,10936,4686,88,1,589634,,19,99,,,18895,4272,,
2021-05-16,Illinois,10948,4721,88,1,603455,,16,87,,,18895,4272,,
2021-05-23,Illinois,10952,4741,88,1,616682,,14,80,,,18895,,,
2021-05-30,Illinois,10957,4770,88,1,643818,,13,72,,,18895,4868,,
2021-06-06,Illinois,10961,4784,88,1,652887,,10,61,,,18895,4868,,
2021-06-13,Illinois,10962,4792,88,1,655534,,7,48,,,18895,4868,,
2021-06-20,Illinois,10964,4796,88,1,657704,,6,37,,,18895,4868,,
2021-06-27,Illinois,10967,4806,,,662568,,6,31,,,,,,
2021-07-04,Illinois,10969,4817,,,664666,,7,35,,,,,,
2021-07-11,Illinois,10971,4837,,,665920,,8,48,,,,,,
2021-07-18,Illinois,10973,4845,,,667498,,6,50,,,,,,
2020-03-22,Indiana,0,,0,0,,,,,,,,,,
2020-03-29,Indiana,5,,0,0,,,,,,,,,,
2020-04-05,Indiana,10,33,0,0,,,,,,,,,,
2020-04-12,Indiana,207,71,1,0,,,,,,,,,,
2020-04-19,Indiana,286,230,3,1,,,,,,,,,,
2020-04-26,Indiana,399,197,12,2,,,,,,,,,,
2020-05-03,Indiana,572,256,15,2,,840,,,,,,,,
2020-05-10,Indiana,622,280,17,2,,1136,,,,,,,,
2020-05-17,Indiana,663,300,18,2,,1221,,,,,,,,
2020-05-24,Indiana,685,308,19,2,,1339,,,,,,,,
2020-05-31,Indiana,689,311,19,2,,1374,,,,,,,,
2020-06-07,Indiana,697,316,19,2,,1393,,,,,,,,
2020-06-14,Indiana,704,320,20,2,,1640,,,,,,,,
2020-06-21,Indiana,715,323,20,2,,1833,,,,,,,,
2020-06-28,Indiana,724,323,20,2,,1931,,,,,,,,
2020-07-05,Indiana,728,331,20,2,,2044,,,,,,,,
2020-07-12,Indiana,729,335,20,2,,2112,,,,,,,,
2020-07-19,Indiana,730,339,20,2,,2276,,,,,,,,
2020-07-26,Indiana,733,344,20,2,,2483,,,,,,,,
2020-08-02,Indiana,795,357,20,2,,2838,,,,,,,,
2020-08-09,Indiana,918,376,20,2,2881,3207,,,,,,,,
2020-08-16,Indiana,975,400,20,2,3258,3493,,,,,,,,
2020-08-23,Indiana,1010,419,20,2,3472,3858,,,,,,,,
2020-08-30,Indiana,1029,434,21,2,3883,4071,,,,,,,,
2020-09-06,Indiana,1116,445,22,2,4039,4360,,,,,,,,
2020-09-13,Indiana,1166,458,24,2,4515,4922,,,,,,,,
2020-09-20,Indiana,1218,475,26,2,4971,5189,,,,,,,,
2020-09-27,Indiana,1267,483,27,2,5257,5584,,,,,,,,
2020-10-04,Indiana,1319,493,27,2,5804,6005,,,,,,,,
2020-10-11,Indiana,1350,521,27,2,6346,6512,,,,,,,,
2020-10-18,Indiana,1469,565,28,3,7235,7535,,,,,,,,
2020-10-25,Indiana,1544,601,28,3,7959,8047,,,,,,,,
2020-11-01,Indiana,1708,658,28,3,8408,8650,,,,,,,,
2020-11-08,Indiana,1813,750,30,3,9216,,,,,,,,,
2020-11-15,Indiana,1981,857,35,3,9986,,,,,,,,,
2020-11-22,Indiana,2111,927,35,3,10432,,,,,,,,,
2020-11-29,Indiana,2522,1095,37,3,11463,,,,,,,,,
2020-12-06,Indiana,2689,1174,40,3,12021,,,,,,,,,
2020-12-13,Indiana,2943,1306,42,3,13015,,,,,,,,,
2020-12-20,Indiana,2993,1371,44,4,13345,,,,,,0,0,,
2020-12-27,Indiana,3052,1420,45,4,13888,,,,,,0,0,,
2021-01-03,Indiana,3151,1491,47,4,14390,,,,,,,,,
2021-01-10,Indiana,3203,1534,48,4,14753,,,,,,,,,
2021-01-17,Indiana,3290,1565,49,4,15271,,,,,,,,,
2021-01-24,Indiana,3335,1580,49,4,15917,,,,,,,,,
2021-01-31,Indiana,3362,1584,49,4,16379,,70,,,,,,,
2021-02-07,Indiana,3399,1585,49,4,16822,,70,,,,,,,
2021-02-14,Indiana,3514,1591,50,4,17218,,49,,,,,,,
2021-02-21,Indiana,3520,1598,51,4,17661,,36,,,,,,,
2021-02-28,Indiana,3530,1602,51,4,18062,,18,,,,,,,
2021-03-07,Indiana,3541,1605,51,4,18622,,25,32,,,,,,
2021-03-14,Indiana,3551,1607,51,4,19001,,23,31,,,,2529,,
2021-03-21,Indiana,3553,1608,51,4,19495,,19,23,,,,,,
2021-03-28,Indiana,3559,1611,51,4,20228,,12,23,,,813,,,
2021-04-04,Indiana,3567,1616,51,4,20871,,17,27,,,,,,
2021-04-11,Indiana,3609,1629,51,4,21672,,55,24,,,,,,
2021-04-18,Indiana,3664,1641,51,4,22560,,109,33,,,2050,,,
2021-04-25,Indiana,3736,1647,51,4,23190,,105,32,,,3055,,,
2021-05-02,Indiana,3760,1652,51,4,23379,,100,36,,,4061,,,
2021-05-09,Indiana,3768,1654,51,4,23764,,99,26,,,5368,,,
2021-05-16,Indiana,3769,1658,51,4,24042,,50,27,,,6282,,,
2021-05-23,Indiana,3788,1664,51,4,24360,,14,28,,,7852,,,
2021-05-30,Indiana,3798,1667,51,4,24645,,15,28,,,11013,,,
2021-06-06,Indiana,3801,1668,51,4,24818,,11,28,,,11832,,,
2021-06-13,Indiana,3804,1673,51,4,24962,,15,26,,,12842,,,
2021-06-20,Indiana,3808,1674,51,4,25187,,15,24,,,,,,
2021-06-27,Indiana,3816,1674,51,4,25299,,18,21,,,,,,
2021-07-04,Indiana,3821,1674,51,4,25530,,15,20,,,,,,
2021-07-11,Indiana,3821,1676,51,4,25563,,12,22,,,,,,
2021-07-18,Indiana,3825,1681,51,4,25693,,8,27,,,,,,
2020-03-22,Iowa,0,0,0,0,,,,,,,,,,
2020-03-29,Iowa,0,0,0,0,,15,,,,,,,,
2020-04-05,Iowa,0,1,0,0,,23,,,,,,,,
2020-04-12,Iowa,1,1,0,0,,59,,,,,,,,
2020-04-19,Iowa,13,3,0,0,,182,,,,,,,,
2020-04-26,Iowa,20,7,0,0,,277,,,,,,,,
2020-05-03,Iowa,21,13,0,0,,433,,,,,,,,
2020-05-10,Iowa,21,14,0,0,,574,,,,,,,,
2020-05-17,Iowa,23,16,0,0,,907,,,,,,,,
2020-05-24,Iowa,23,17,0,0,,1160,,,,,,,,
2020-05-31,Iowa,31,18,0,0,1437,,,,,,,,,
2020-06-07,Iowa,31,18,0,0,,1601,,,,,,,,
2020-06-14,Iowa,34,18,0,0,1792,,,,,,,,,
2020-06-21,Iowa,34,22,0,0,,2091,,,,,,,,
2020-06-28,Iowa,36,23,0,0,2290,2304,,,,,,,,
2020-07-05,Iowa,155,41,1,0,,3762,,,,,,,,
2020-07-12,Iowa,225,56,1,0,,4958,,,,,,,,
2020-07-19,Iowa,334,63,1,0,5096,5794,,,,,,,,
2020-07-26,Iowa,375,63,3,0,5853,6084,,,,,,,,
2020-08-02,Iowa,388,68,3,0,6618,6770,,,,,,,,
2020-08-09,Iowa,397,83,3,0,,7368,,,,,,,,
2020-08-16,Iowa,477,94,3,0,7825,8343,,,,,,,,
2020-08-23,Iowa,635,108,3,0,9017,9615,,,,,,,,
2020-08-30,Iowa,809,117,3,0,9695,10655,,,,,,,,
2020-09-06,Iowa,829,127,4,0,10886,11201,,,,,,,,
2020-09-13,Iowa,1003,132,4,0,12076,12278,,,,,,,,
2020-09-20,Iowa,1075,146,4,0,12608,13200,,,,,,,,
2020-09-27,Iowa,1162,155,4,0,14090,14387,115,27,,,,,,
2020-10-04,Iowa,1194,161,4,0,16501,16336,118,24,,,,,,
2020-10-11,Iowa,1222,165,4,0,18066,18066,84,24,,,,,,
2020-10-18,Iowa,1254,184,4,0,19241,19578,46,22,,,,,,
2020-10-25,Iowa,1277,219,4,0,20001,20058,57,42,,,,,,
2020-11-01,Iowa,1853,267,4,0,21878,21878,150,74,,,,,,
2020-11-08,Iowa,2754,383,5,0,25664,,1441,137,,,,,,
2020-11-15,Iowa,3032,442,8,1,26616,,628,158,,,,,,
2020-11-22,Iowa,3199,484,10,1,27598,27344,407,131,,,,,,
2020-11-29,Iowa,3557,528,10,2,43610,,493,97,,,,,,
2020-12-06,Iowa,3666,548,11,2,29887,,361,59,,,,,,
2020-12-13,Iowa,3769,590,12,2,30904,,234,64,,,,,,
2020-12-20,Iowa,3865,601,13,2,32173,,160,45,,,0,0,,
2020-12-27,Iowa,3972,614,13,2,33416,,229,38,,,0,0,,
2021-01-03,Iowa,4110,646,14,2,34066,,228,54,,,0,0,,
2021-01-10,Iowa,4282,660,14,2,35492,,227,48,,,0,,,
2021-01-17,Iowa,4418,677,14,2,37218,,232,39,,,,,,
2021-01-24,Iowa,4450,682,15,2,38207,,166,32,,,,,,
2021-01-31,Iowa,4470,686,18,2,38815,,127,18,,,,,,
2021-02-07,Iowa,4528,688,18,2,39480,,89,11,,,,,,
2021-02-14,Iowa,4560,694,18,2,40109,,88,9,,,123,1108,,
2021-02-21,Iowa,4605,698,19,2,40877,,59,7,,,197,1199,,
2021-02-28,Iowa,4786,699,19,2,41200,,217,4,,,197,1199,,
2021-03-07,Iowa,4818,700,19,2,42333,,185,3,,,197,1199,,
2021-03-14,Iowa,4824,700,19,2,42703,,31,0,,,197,1199,,
2021-03-21,Iowa,4828,700,19,2,43047,,6,0,,,,1205,,
2021-03-28,Iowa,4829,700,19,2,43593,,4,0,,,,,,
2021-04-04,Iowa,4839,701,19,2,44100,,9,1,,,206,,,
2021-04-11,Iowa,4849,701,19,2,44678,,14,1,,,233,1218,,
2021-04-18,Iowa,4854,701,19,2,45078,,12,0,,,237,1219,,
2021-04-25,Iowa,4872,704,19,2,45923,,16,3,,,237,1220,,
2021-05-02,Iowa,4878,705,19,2,46422,,13,3,,,408,1232,,
2021-05-09,Iowa,4883,706,19,2,46773,,10,2,,,1439,1274,,
2021-05-16,Iowa,4887,707,19,2,47969,,7,2,,,3367,1312,,
2021-05-23,Iowa,4889,707,19,2,48019,,6,2,,,3981,1315,,
2021-05-30,Iowa,4889,709,19,2,48475,,6,2,,,4460,1323,,
2021-06-06,Iowa,4890,709,19,2,48711,,7,2,,,4641,1324,,
2021-06-13,Iowa,4890,710,19,2,48711,,6,2,,,5103,1334,,
2021-06-20,Iowa,4899,713,19,2,49303,,10,5,,,5188,1334,,
2021-06-27,Iowa,4881,713,19,2,49610,,10,7,,,,,,
2021-07-04,Iowa,4881,713,19,2,49610,,2,7,,,,,,
2021-07-11,Iowa,4882,713,19,2,49976,,2,7,,,,,,
2021-07-18,Iowa,4883,712,19,2,50230,,2,3,,,,,,
2020-03-22,Kansas,0,0,0,0,,0,,,,,,,,
2020-03-29,Kansas,0,3,0,0,,0,,,,,,,,
2020-04-05,Kansas,12,16,0,0,,,,,,,,,,
2020-04-12,Kansas,31,39,0,0,,,,,,,,,,
2020-04-19,Kansas,59,67,0,0,,,,,,,,,,
2020-04-26,Kansas,255,91,2,0,,,,,,,,,,
2020-05-03,Kansas,696,97,3,0,,,,,,,,,,
2020-05-10,Kansas,790,103,3,2,,,,,,,,,,
2020-05-17,Kansas,867,112,4,2,,2084,,,,,,,,
2020-05-24,Kansas,870,112,4,2,2186,,,,,,,,,
2020-05-31,Kansas,891,115,4,2,2682,,,,,,,,,
2020-06-07,Kansas,891,115,4,2,2693,,,,,,,,,
2020-06-14,Kansas,896,115,4,2,2706,,,,,,,,,
2020-06-21,Kansas,901,116,4,2,2719,,,,,,,,,
2020-06-28,Kansas,910,116,4,2,2724,,,,,,,,,
2020-07-05,Kansas,910,122,4,2,2724,,,,,,,,,
2020-07-12,Kansas,910,123,4,2,2792,,,,,,,,,
2020-07-19,Kansas,911,124,4,2,3027,,,,,,,,,
2020-07-26,Kansas,925,134,4,3,3957,,,,,,,,,
2020-08-02,Kansas,928,138,4,3,4224,,,,,,,,,
2020-08-09,Kansas,1072,173,4,3,4977,,,,,,,,,
2020-08-16,Kansas,1236,182,4,3,5609,,,,,,,,,
2020-08-23,Kansas,1409,190,4,3,6216,,,,,,,,,
2020-08-30,Kansas,1574,232,4,3,,,,,,,,,,
2020-09-06,Kansas,1750,238,4,3,7091,,,,,,,,,
2020-09-13,Kansas,1942,242,5,3,7445,,,,,,,,,
2020-09-20,Kansas,2090,232,5,3,10918,,,,,,,,,
2020-09-27,Kansas,2411,284,5,3,,,,,,,,,,
2020-10-04,Kansas,2490,313,5,3,,,171,27,,,,,,
2020-10-11,Kansas,2490,306,,,,,171,27,,,,,,
2020-10-18,Kansas,3248,393,5,3,,,454,46,,,,,,
2020-10-25,Kansas,3609,440,7,3,,,658,84,,,,,,
2020-11-01,Kansas,3968,498,9,3,,,747,91,,,,,,
2020-11-08,Kansas,4411,581,9,3,,,709,146,,,,,,
2020-11-15,Kansas,4547,651,11,3,,,550,161,,,,,,
2020-11-22,Kansas,4678,713,11,3,,,430,142,,,,,,
2020-11-29,Kansas,4977,852,11,3,,,530,164,,,,,,
2020-12-06,Kansas,5111,892,11,3,,,409,170,,,,,,
2020-12-13,Kansas,5228,975,11,3,,,429,155,,,,,,
2020-12-20,Kansas,5187,1001,11,3,,,231,100,,,0,,,
2020-12-27,Kansas,5280,1051,12,4,,,295,105,,,0,,,
2021-01-03,Kansas,5320,1076,13,4,,,240,79,,,0,,,
2021-01-10,Kansas,5407,1110,13,5,,,224,82,,,0,,,
2021-01-17,Kansas,5539,1151,13,5,,,245,87,,,0,,,
2021-01-24,Kansas,5781,1188,14,5,,,369,91,,,0,,,
2021-01-31,Kansas,5923,1215,14,5,,,414,87,,,0,,,
2021-02-07,Kansas,6005,1259,14,5,,,383,71,,,0,,,
2021-02-14,Kansas,6098,1258,14,5,,,314,63,,,0,,,
2021-02-21,Kansas,6114,1268,14,5,,,263,47,,,,,,
2021-02-28,Kansas,6116,1273,15,5,,,141,30,,,,,,
2021-03-07,Kansas,6117,1276,16,5,,,33,22,,,,,,
2021-03-14,Kansas,6117,1277,16,5,,,12,11,,4993,,,,
2021-03-21,Kansas,6117,1278,16,6,,,2,8,1565,5337,,,,
2021-03-28,Kansas,6118,1280,16,6,,,3,6,1623,5823,,,,
2021-04-04,Kansas,6120,1284,16,6,,,4,7,1639,5979,,,,
2021-04-11,Kansas,6121,1284,16,6,,,3,6,1641,5954,,,,
2021-04-18,Kansas,6123,1284,16,6,,,4,5,1644,6164,,,,
2021-04-25,Kansas,6123,1286,16,6,,,3,5,1670,6312,,,,
2021-05-02,Kansas,6126,1288,16,6,,,3,7,1672,6369,,,,
2021-05-09,Kansas,6131,1288,16,6,,,7,5,1690,6382,,,,
2021-05-16,Kansas,6134,1290,16,6,,,9,6,1695,6431,,,,
2021-05-23,Kansas,6134,1290,16,6,,,8,5,1605,6350,,,,
2021-05-30,Kansas,6134,1290,16,6,,,3,5,1605,6350,,,,
2021-06-06,Kansas,6136,1290,16,6,,,2,2,1618,6559,,,,
2021-06-13,Kansas,6136,1290,16,6,,,2,2,1619,6604,,,,
2021-06-20,Kansas,6137,1290,16,6,,,2,2,1620,6645,,,,
2021-06-27,Kansas,6138,1290,16,6,,,2,2,1622,6722,,,,
2021-07-04,Kansas,6138,1293,16,6,,,2,5,1623,6767,,,,
2021-07-11,Kansas,6141,1298,16,6,,,6,10,1629,6868,,,,
2021-07-18,Kansas,,,16,6,,,,,,,,,,
2020-03-29,Kentucky,,1,,,,,,,,,,,,
2020-04-05,Kentucky,9,6,0,0,,,,,,,,,,
2020-04-12,Kentucky,18,13,1,0,,44,,,,,,,,
2020-04-19,Kentucky,40,21,2,0,,,,,,,,,,
2020-04-26,Kentucky,47,37,2,0,,,,,,,,,,
2020-05-03,Kentucky,354,51,2,0,,,,,,,,,,
2020-05-10,Kentucky,357,52,2,0,,,,,,,,,,
2020-05-17,Kentucky,359,52,2,0,,,,,,,,,,
2020-05-24,Kentucky,363,55,2,0,,,,,,,,,,
2020-05-31,Kentucky,364,57,2,0,,,,,,,,,,
2020-06-07,Kentucky,378,57,2,0,,,,,,,,,,
2020-06-14,Kentucky,427,60,2,0,,,,,,,,,,
2020-06-21,Kentucky,431,63,2,0,,,,,,,,,,
2020-06-28,Kentucky,433,68,2,0,,,,,,,,,,
2020-07-05,Kentucky,529,75,2,0,,,,,,,,,,
2020-07-12,Kentucky,727,94,5,0,,,,,,,,,,
