State,Web.Group,Measure,Val,Rate,Date
Iowa,Prison,Staff.Confirmed,713,0.28726833199033036,2021-08-03
Iowa,Prison,Staff.Deaths,2,8.058017727639e-4,2021-08-03
Iowa,Prison,Staff.Initiated,,,2021-08-03
Iowa,Prison,Staff.Tested,,,2021-08-03
Iowa,Prison,Staff.Vadmin,,,2021-08-03
Kansas,Prison,Residents.Active,12,0.0012219959266802445,2021-08-03
Kansas,Prison,Residents.Completed,,,2021-08-03
Kansas,Prison,Residents.Confirmed,6132,0.6244399185336049,2021-08-03
Kansas,Prison,Residents.Deaths,16,0.001629327902240326,2021-08-03
Kansas,Prison,Residents.Initiated,6883,0.7009164969450102,2021-08-03
Kansas,Prison,Residents.Tadmin,,,2021-08-03
Kansas,Prison,Residents.Tested,,,2021-08-03
Kansas,Prison,Residents.Vadmin,,,2021-08-03
Kansas,Prison,Staff.Active,18,0.005494505494505495,2021-08-03
Kansas,Prison,Staff.Completed,,,2021-08-03
Kansas,Prison,Staff.Confirmed,1238,0.3778998778998779,2021-08-03
Kansas,Prison,Staff.Deaths,6,0.0018315018315018315,2021-08-03
Kansas,Prison,Staff.Initiated,1441,0.43986568986568986,2021-08-03
Kansas,Prison,Staff.Tested,,,2021-08-03
Kansas,Prison,Staff.Vadmin,,,2021-08-03
Kentucky,Prison,Residents.Active,0,0,2021-08-03
Kentucky,Prison,Residents.Completed,,,2021-08-03
Kentucky,Prison,Residents.Confirmed,7911,0.6489213354113691,2021-08-03
Kentucky,Prison,Residents.Deaths,48,0.0039373308178164215,2021-08-03
Kentucky,Prison,Residents.Initiated,,,2021-08-03
Kentucky,Prison,Residents.Tadmin,,,2021-08-03
Kentucky,Prison,Residents.Tested,,,2021-08-03
Kentucky,Prison,Residents.Vadmin,,,2021-08-03
Kentucky,Prison,Staff.Active,6,0.002259036144578313,2021-08-03
Kentucky,Prison,Staff.Completed,,,2021-08-03
Kentucky,Prison,Staff.Confirmed,1123,0.42281626506024095,2021-08-03
Kentucky,Prison,Staff.Deaths,5,0.0018825301204819277,2021-08-03
Kentucky,Prison,Staff.Initiated,,,2021-08-03
Kentucky,Prison,Staff.Tested,,,2021-08-03
Kentucky,Prison,Staff.Vadmin,,,2021-08-03
Louisiana,Prison,Residents.Active,49,0.003006872852233677,2021-08-03
Louisiana,Prison,Residents.Completed,9093,0.6035444046196734,2021-08-03
Louisiana,Prison,Residents.Confirmed,3210,0.19698085419734904,2021-08-03
Louisiana,Prison,Residents.Deaths,36,0.0022091310751104565,2021-08-03
Louisiana,Prison,Residents.Initiated,,,2021-08-03
Louisiana,Prison,Residents.Tadmin,25208,1.5468826705940109,2021-08-03
Louisiana,Prison,Residents.Tested,9410,0.5774423171330387,2021-08-03
Louisiana,Prison,Residents.Vadmin,,,2021-08-03
Louisiana,Prison,Staff.Active,42,,2021-08-03
Louisiana,Prison,Staff.Completed,2179,,2021-08-03
Louisiana,Prison,Staff.Confirmed,954,,2021-08-03
Louisiana,Prison,Staff.Deaths,6,,2021-08-03
Louisiana,Prison,Staff.Initiated,,,2021-08-03
Louisiana,Prison,Staff.Tested,2489,,2021-08-03
Louisiana,Prison,Staff.Vadmin,,,2021-08-03
Maine,Prison,Residents.Active,,,2021-08-03
Maine,Prison,Residents.Completed,1282,0.6822778073443321,2021-08-03
Maine,Prison,Residents.Confirmed,197,0.10484300159659393,2021-08-03
Maine,Prison,Residents.Deaths,,,2021-08-03
Maine,Prison,Residents.Initiated,,,2021-08-03
Maine,Prison,Residents.Tadmin,10574,5.6274614156466205,2021-08-03
Maine,Prison,Residents.Tested,,,2021-08-03
Maine,Prison,Residents.Vadmin,,,2021-08-03
Maine,Prison,Staff.Active,,,2021-08-03
Maine,Prison,Staff.Completed,,,2021-08-03
Maine,Prison,Staff.Confirmed,,,2021-08-03
Maine,Prison,Staff.Deaths,,,2021-08-03
Maine,Prison,Staff.Initiated,,,2021-08-03
Maine,Prison,Staff.Tested,,,2021-08-03
Maine,Prison,Staff.Vadmin,,,2021-08-03
Maryland,Prison,Residents.Active,,,2021-08-03
Maryland,Prison,Residents.Completed,9242,0.45495717239342326,2021-08-03
Maryland,Prison,Residents.Confirmed,4482,0.22063601457123166,2021-08-03
Maryland,Prison,Residents.Deaths,31,0.0015260411538840209,2021-08-03
Maryland,Prison,Residents.Initiated,,,2021-08-03
Maryland,Prison,Residents.Tadmin,82507,4.06158314462932,2021-08-03
Maryland,Prison,Residents.Tested,,,2021-08-03
Maryland,Prison,Residents.Vadmin,,,2021-08-03
Maryland,Prison,Staff.Active,,,2021-08-03
Maryland,Prison,Staff.Completed,4059,0.6722424643921828,2021-08-03
Maryland,Prison,Staff.Confirmed,2347,0.38870486916197416,2021-08-03
Maryland,Prison,Staff.Deaths,4,6.62471016893011e-4,2021-08-03
Maryland,Prison,Staff.Initiated,4112,0.6810202053660153,2021-08-03
Maryland,Prison,Staff.Tested,,,2021-08-03
Maryland,Prison,Staff.Vadmin,,,2021-08-03
Massachusetts,Prison,Residents.Active,,,2021-08-03
Massachusetts,Prison,Residents.Completed,4429,0.5557786422386749,2021-08-03
Massachusetts,Prison,Residents.Confirmed,2574,0.32300163132137033,2021-08-03
Massachusetts,Prison,Residents.Deaths,21,0.002635211444346844,2021-08-03
Massachusetts,Prison,Residents.Initiated,4800,0.6023340444221358,2021-08-03
Massachusetts,Prison,Residents.Tadmin,40333,5.061237294516251,2021-08-03
Massachusetts,Prison,Residents.Tested,,,2021-08-03
Massachusetts,Prison,Residents.Vadmin,,,2021-08-03
Massachusetts,Prison,Staff.Active,,,2021-08-03
Massachusetts,Prison,Staff.Completed,2842,0.6168873453440417,2021-08-03
Massachusetts,Prison,Staff.Confirmed,954,0.2070761884089429,2021-08-03
Massachusetts,Prison,Staff.Deaths,,,2021-08-03
Massachusetts,Prison,Staff.Initiated,2975,0.6457564575645757,2021-08-03
Massachusetts,Prison,Staff.Tested,,,2021-08-03
Massachusetts,Prison,Staff.Vadmin,,,2021-08-03
Michigan,Prison,Residents.Active,2,5.238893545683152e-5,2021-08-03
Michigan,Prison,Residents.Completed,21083,0.5522579631181894,2021-08-03
Michigan,Prison,Residents.Confirmed,26705,0.6995232606873428,2021-08-03
Michigan,Prison,Residents.Deaths,143,0.0037458088851634536,2021-08-03
Michigan,Prison,Residents.Initiated,21409,0.560797359597653,2021-08-03
Michigan,Prison,Residents.Tadmin,989860,25.928855825649624,2021-08-03
Michigan,Prison,Residents.Tested,42705,1.118634744341995,2021-08-03
Michigan,Prison,Residents.Vadmin,33720,0.8832774518021794,2021-08-03
Michigan,Prison,Staff.Active,,,2021-08-03
Michigan,Prison,Staff.Completed,,,2021-08-03
Michigan,Prison,Staff.Confirmed,4435,0.3707264064197944,2021-08-03
Michigan,Prison,Staff.Deaths,6,5.01546434840759e-4,2021-08-03
Michigan,Prison,Staff.Initiated,,,2021-08-03
Michigan,Prison,Staff.Tested,,,2021-08-03
Michigan,Prison,Staff.Vadmin,,,2021-08-03
Minnesota,Prison,Residents.Active,5,5.615453728661276e-4,2021-08-03
Minnesota,Prison,Residents.Completed,5695,0.6396001796945193,2021-08-03
Minnesota,Prison,Residents.Confirmed,4234,0.4755166217430368,2021-08-03
Minnesota,Prison,Residents.Deaths,12,0.0013477088948787063,2021-08-03
Minnesota,Prison,Residents.Initiated,5936,0.6666666666666666,2021-08-03
Minnesota,Prison,Residents.Tadmin,123858,13.910377358490566,2021-08-03
Minnesota,Prison,Residents.Tested,,,2021-08-03
Minnesota,Prison,Residents.Vadmin,6924,0.7776280323450134,2021-08-03
Minnesota,Prison,Staff.Active,,,2021-08-03
Minnesota,Prison,Staff.Completed,2140,0.48405338158787603,2021-08-03
Minnesota,Prison,Staff.Confirmed,1162,0.26283646233883734,2021-08-03
Minnesota,Prison,Staff.Deaths,0,0,2021-08-03
Minnesota,Prison,Staff.Initiated,2272,0.5139108798914273,2021-08-03
Minnesota,Prison,Staff.Tested,,,2021-08-03
Minnesota,Prison,Staff.Vadmin,,,2021-08-03
Mississippi,Prison,Residents.Active,0,0,2021-08-03
Mississippi,Prison,Residents.Completed,9901,0.5604233882379578,2021-08-03
Mississippi,Prison,Residents.Confirmed,1467,0.0852262824609307,2021-08-03
Mississippi,Prison,Residents.Deaths,23,0.001301862229014547,2021-08-03
Mississippi,Prison,Residents.Initiated,,,2021-08-03
Mississippi,Prison,Residents.Tadmin,3448,0.19516612894096338,2021-08-03
Mississippi,Prison,Residents.Tested,,,2021-08-03
Mississippi,Prison,Residents.Vadmin,,,2021-08-03
Mississippi,Prison,Staff.Active,,,2021-08-03
Mississippi,Prison,Staff.Completed,546,0.2619961612284069,2021-08-03
Mississippi,Prison,Staff.Confirmed,,,2021-08-03
Mississippi,Prison,Staff.Deaths,,,2021-08-03
Mississippi,Prison,Staff.Initiated,,,2021-08-03
Mississippi,Prison,Staff.Tested,,,2021-08-03
Mississippi,Prison,Staff.Vadmin,,,2021-08-03
Missouri,Prison,Residents.Active,,,2021-08-03
Missouri,Prison,Residents.Completed,,,2021-08-03
Missouri,Prison,Residents.Confirmed,5899,0.22917637917637917,2021-08-03
Missouri,Prison,Residents.Deaths,50,0.0019425019425019425,2021-08-03
Missouri,Prison,Residents.Initiated,14992,0.5824397824397824,2021-08-03
Missouri,Prison,Residents.Tadmin,117090,4.548951048951049,2021-08-03
Missouri,Prison,Residents.Tested,,,2021-08-03
Missouri,Prison,Residents.Vadmin,,,2021-08-03
Missouri,Prison,Staff.Active,,,2021-08-03
Missouri,Prison,Staff.Completed,,,2021-08-03
Missouri,Prison,Staff.Confirmed,2654,0.2749404330260023,2021-08-03
Missouri,Prison,Staff.Deaths,9,9.323526364860666e-4,2021-08-03
Missouri,Prison,Staff.Initiated,,,2021-08-03
Missouri,Prison,Staff.Tested,,,2021-08-03
Missouri,Prison,Staff.Vadmin,,,2021-08-03
Montana,Prison,Residents.Active,,,2021-08-03
Montana,Prison,Residents.Completed,1090,0.24179236912156166,2021-08-03
Montana,Prison,Residents.Confirmed,1138,0.2524401064773736,2021-08-03
